Sku,Name,ManufacturersCode,DateCreated,DateUpdated,IsActive,Summary,Weight,WeightUnit,CategoryID,Category,ManufacturerID,Manufacturer,CostPrice,SellPrice,Qty
MBD3425,MSI MAG B760M MORTAR MAX WIFI DDR4 mATX Motherboard,MAG B760M MORTAR MAX WIFI DDR4,08/12/2022 13:05,10/02/2025 16:56,0,NULL,2,KG,402,Motherboards,368,MSI,1649.716,1880.67624,54
MBD2547,ASUS ROG MAXIMUS XI GENE Intel Socket 1151 Z390 Chipset MicroATX Motherboard,90MB10E0-M0EAY0,18/09/2018 12:14,14/02/2025 12:46,0,NULL,1.5,KG,402,Motherboards,317,ASUS,529.077,661.34625,143
MBD1825,MSI Z170A-G43 PLUS Motherboard 6th Gen Core i3/i5/i7/Pentium/Celeron Socket LGA1151 Z170 ATX RAID Gigabit LAN,Z170A-G43 PLUS,20/11/2015 13:01,10/02/2025 16:55,0,NULL,1.35,KG,402,Motherboards,368,MSI,248.148,330.03684,119
MBD0928,MSI B85-G43 Gaming Intel Socket 1150 ATX Motherboard,B85-G43 GAMING,05/12/2013 18:35,10/02/2025 16:56,0,NULL,1.2,KG,402,Motherboards,368,MSI,660.43,917.9977,189
MBD0275,Asus P5G41T-M LE Motherboard,90-MIBBY0-G0EAY00Z,17/01/2012 10:25,23/01/2025 16:10,0,S775 Intel G41 mATX SATA Gigabit LAN (Intel GMA X4500),1.1,KG,402,Motherboards,317,ASUS,1659.121,2173.44851,75
MBD5185,ASRock 4CoreDual-SATA2 R2.0 Motherboard,4.71114E+12,29/03/2010 14:49,14/02/2025 12:50,0,Intel Socket 775 ATX Gigabit LAN,1.2,KG,402,Motherboards,291,ASRock,1424.482,1581.17502,93
MBD6093,Asus P5GC-MX/GBL Motherboard,P5GC-MX/GBL,29/03/2010 14:49,14/02/2025 12:51,0,LGA775 Intel 945GC mATX SATA LAN (Intel GMA 950),2.5,KG,402,Motherboards,317,ASUS,320.544,368.6256,241
MBD0908,MSI H61M-P20/W8 Motherboard Core i7/Core i5/Core i3/Pentium/Celeron LGA 1155 H61 (B3) microATX LAN,H61M-P20/W8,05/12/2013 11:16,10/02/2025 16:56,0,NULL,0.6,KG,402,Motherboards,368,MSI,1265.97,1772.358,80
MBD3738,ASUS TUF Gaming Z890-Plus WiFi Intel LGA1851 Motherboard,90MB1IQ0-M0EAY0,19/09/2024 16:28,19/07/2025 17:23,1,NULL,2.2,KG,402,Motherboards,317,ASUS,1438.599,1999.65261,73
MBD4649,Biostar P4M890-M7 SE,P4M890-M7 SE,29/09/2009 11:57,14/02/2025 12:46,0,Socket 775 / DDR2<br/>PCI-Express / SATA<br/>6Ch Audio / 10/100 LAN,2,KG,402,Motherboards,261,Biostar,694.73,965.6747,239
MBD4744,Gigabyte GA-M52S-S3P Motherboard,GA-M52S-S3P,29/09/2009 11:57,14/02/2025 12:47,0,Athlon 64 FX / Socket AM2<br/>NVIDIA 430 / ATX / Gigabit LAN<br/>8 Ch HD Audio / DDR2 800,1.34,KG,402,Motherboards,384,Gigabyte,469.498,563.3976,152
MBD0212,Foxconn A88GMV Motherboard,A88GMV,08/08/2011 12:14,14/02/2025 12:46,0,AMD Phenom II Socket AMD 880G + SB710,1.2,KG,402,Motherboards,332,Foxconn,693.984,777.26208,146
MBD3276,"Gigabyte B660M GAMING DDR4 Motherboard, mATX, Intel Socket 1700, B660 Chipset",B660M GAMING DDR4,20/01/2022 16:58,14/02/2025 12:46,0,"Intel® B660 GAMING Motherboard with 6+2+1 Phases Hybrid Digital VRM with MOS Heatsink, 2 x PCIe 4.0 M.2, 2.5GbE LAN, Rear USB 3.2 Gen 1 Type-C®, RGB FUSION 2.0, Q-Flash Plus",1,KG,402,Motherboards,384,Gigabyte,1301.619,1679.08851,166
MBD5199,ASUS P5QD Turbo Intel 775 Motherbaord,90-MIBAQ0-G0EAY00Z,29/03/2010 14:49,14/02/2025 12:51,0,NULL,1.4,KG,402,Motherboards,317,ASUS,1524.743,1600.98015,122
MBD1032,MSI 875P Neo-FISR,MS-6758-050,29/09/2009 11:57,10/02/2025 16:56,0,800FSB / DDR400,1,KG,402,Motherboards,368,MSI,1255.608,1732.73904,44
MBD1987,MSI B250 PC MATE Motherboard 7th/6th Gen Core i3/i5/i7/Pentium/Celeron Socket 1151 B250 ATX Intel Gigabit LAN DDR4,B250 PC MATE,11/01/2017 11:57,10/02/2025 16:56,0,NULL,1.2,KG,402,Motherboards,368,MSI,1503.668,1744.25488,136
MBD4666,Abit IP35,IP35,29/09/2009 11:57,14/02/2025 12:46,0,Socket 775 / DDR2<br/>SATA / GbLAN<br/>8Ch Audio,1.5,KG,402,Motherboards,74,Abit,1678.191,1745.31864,36
MBD1941,MSI 970A-G43 PLUS Motherboard AMD FX/Phenom/Athlon II/Sempron Socket AM3/ AM3+ AMD 970/SB95 ATX Gigabit LAN,970A-G43 PLUS,25/04/2016 11:15,10/02/2025 16:56,0,NULL,1.2,KG,402,Motherboards,368,MSI,1728.787,2247.4231,92
MBD3087,MSI B560M PRO WIFI Intel Socket 1200 B560 Chipset MicroATX Motherboard,B560M PRO WIFI,12/03/2021 09:55,10/02/2025 16:56,0,NULL,2,KG,402,Motherboards,368,MSI,232.544,237.19488,159
MBD2993,ASRock H370M-HDV Intel Socket 1151 H370 Chipset MicroATX Motherboard,90-MXBF40-A0UAYZ,25/01/2021 15:18,14/02/2025 12:46,0,NULL,2,KG,402,Motherboards,291,ASRock,59.98,77.974,41
MBD0146,Asus P8P67 WS Revolution B3 Revision Socket 1155 Motherboard,90-MSVDAA-G0EAY00Z,12/05/2011 11:40,14/02/2025 12:46,0,NULL,2,KG,402,Motherboards,317,ASUS,710.36,887.95,135
MBD3092,"Gigabyte B560M DS3H Motherboard, MicroATX, Intel Socket 1200, B560 Chipset",B560M DS3H,18/03/2021 12:39,14/02/2025 12:46,0,"Intel® B560 Ultra Durable Motherboard with Direct 6+2 Phases Digital VRM, Full PCIe 4.0* Design, PCIe 4.0 M.2, GIGABYTE 8118 Gaming LAN, 8-ch HD Audio with Audio Caps, USB TYPE-C® , RGB FUSION 2.0, Q-Flash Plus",0.8,KG,402,Motherboards,384,Gigabyte,315.204,375.09276,140
MBD6183,Intel DG45ID Desktop Motherboard,BOXDG45ID,29/03/2010 14:49,14/02/2025 12:46,0,LGA775 G45 mATX SATA2 RAID 5 Channel  Gigabit LAN (Intel GMA X4500HD)  (Retail Boxed),1.12,KG,402,Motherboards,5,Intel,762.105,807.8313,24
MBD3031,Gigabyte Z590 AORUS ELITE AX Intel Socket 1200 Z590 Chipset ATX Motherboard,Z590 AORUS ELITE AX,16/02/2021 17:12,14/02/2025 12:46,0,"The Z590 AORUS ELITE AX comes with upgraded power solution, incredible cooling design, all PCIe 4.0 design and outstanding connectivity to elevate your gaming experience to the next level. ",2,KG,402,Motherboards,384,Gigabyte,903.884,1021.38892,204
MBD3231,"Gigabyte B660M DS3H DDR4 Motherboard, mATX, Intel Socket 1700, B660 Chipset",B660M DS3H DDR4,21/12/2021 11:05,14/02/2025 12:46,0,"Intel® B660 Motherboard with 6+2+1 Phases Hybrid Digital VRM with MOS Heatsink, 2 x PCIe 4.0 M.2 with Thermal Guard, 2.5GbE LAN, Rear USB 3.2 Gen 2 Type-C®, RGB FUSION 2.0, Q-Flash Plus",1,KG,402,Motherboards,384,Gigabyte,126.563,154.40686,241
MBD6207,Gigabyte G41M-ES2H Motherboard,GA-G41M-ES2H,29/03/2010 14:49,14/02/2025 12:51,0,"Intel Socket 775<br/>Intel G41 Chipset, DDR2 667 to 800MHz<br/>LAN, 5.1ch Audio, ATX",1.05,KG,402,Motherboards,384,Gigabyte,465.501,647.04639,131
MBD2523,MSI Z270 GAMING PLUS Intel Socket 1151 Z270 Chipset ATX Motherboard,Z270 GAMING PLUS,29/08/2018 11:15,10/02/2025 16:56,0,NULL,1.2,KG,402,Motherboards,368,MSI,957.865,967.44365,250
MBD0897,MSI C847IS-P33 Motherboard Celeron (847) 1.1GHz Dual Core Intel NM70 Mini-ITX Gigabit LAN,C847IS-P33,05/12/2013 11:16,10/02/2025 16:56,0,NULL,0.6,KG,402,Motherboards,368,MSI,1447.806,1751.84526,179
MBD0013,Epox 8KMM3I,8KMM3I,29/09/2009 11:57,14/02/2025 12:50,0,333FSB / DDR400 / VGA,2,KG,402,Motherboards,359,EPoX,420.452,470.90624,9
MBD0793,ASRock H61M-PS4 Motherboard Core i7/i5/i3/Pentium/Celeron 1155 H61 Micro ATX Gigabit LAN (Integrated Intel HD Graphics),H61M-PS4,13/11/2013 15:46,14/02/2025 12:51,0,NULL,0.7,KG,402,Motherboards,291,ASRock,1930.67,2490.5643,131
MBD4108,Epox EP-9NDA3+,EP-9NDA3+,29/09/2009 11:57,14/02/2025 12:46,0,HyperTransport / DDR400<br/>nForce3 Ultra chipset,2,KG,402,Motherboards,359,EPoX,1489.318,1727.60888,119
MBD1400,ASRock Z97M Anniversary Motherboard 5th/4th Gen Core i7/i5/i3/Xeon/Pentium/Celeron Socket 1150 Z97 mATX RAID Gigabit LAN,Z97M ANNIVERSARY,20/08/2014 09:44,14/02/2025 12:50,0,NULL,0.8,KG,402,Motherboards,291,ASRock,857.522,1131.92904,63
MBD1418,ASRock X99M Extreme4 Motherboard Core i7/Xeon LGA2011-3 X99 mATX RAID Gigabit LAN,X99M-EXTREME4,03/09/2014 17:36,14/02/2025 12:51,0,NULL,1.6,KG,402,Motherboards,291,ASRock,59.377,73.03371,59
MBD4938,MSI DKA790GX Motherboard AM2+,DKA790GX,29/09/2009 11:58,10/02/2025 16:56,0,AMD 790GX ATX RAID SATA Gigabit LAN,1.2,KG,402,Motherboards,368,MSI,501.425,646.83825,37
MBD2948,ASUS ROG Crosshair VIII Dark Hero AMD Socket AM4 X570 Chipset ATX Motherboard (ROG CROSSHAIR VIII DARK HERO),90MB1760-M0EAY0,06/11/2020 14:15,14/02/2025 12:46,0,"AMD X570 ATX gaming motherboard with PCIe 4.0, 16 power stages, OptiMem III, on-board Wi-Fi 6 (802.11ax), 2.5 Gbps Ethernet, USB 3.2, SATA, M.2 and Aura Sync RGB lighting",3,KG,402,Motherboards,317,ASUS,858.349,1167.35464,236
MBD0439,Gigabyte E-350 Motherboard Dual-Core E-350D A45 FCH MITX Gigabit LAN Integrated Graphics,GA-E350N,01/11/2012 10:27,14/02/2025 12:50,0,NULL,0.8,KG,402,Motherboards,384,Gigabyte,58.932,75.43296,181
MBD2122,Gigabyte AB350-Gaming 3 Socket AM4 ATX Motherboard B350,GA-AB350-Gaming 3,22/02/2017 15:53,14/02/2025 12:46,0,NULL,1.25,KG,402,Motherboards,384,Gigabyte,1017.953,1099.38924,15
MBD2729,ASUS ROG Zenith II Extreme AMD Socket sTRX4 TRX40 Chipset E-ATX Motherboard,90MB12C0-M0EAY0,03/12/2019 15:31,14/02/2025 12:46,0,"AMD TRX40 E-ATX motherboard sTRX4 for 3rd Gen Ryzen Threadripper, with 16 power stages, PCIe 4.0, Wi-Fi 6 (802.11ax), 10 Gbps Ethernet, USB3.2 Gen2x2, dual USB 3.2 front panel connector, five M.2, SATA and Aura Sync RGB",2,KG,402,Motherboards,317,ASUS,673.353,855.15831,247
MBD2535,Asus ROG Maximums XI Formula Intel LGA1151 Z390 Motherboard (ATX) LAN (Intel UHD Graphics),90MB0XU0-M0EAY0,18/09/2018 12:05,14/02/2025 12:46,0,NULL,3.4,KG,402,Motherboards,317,ASUS,1281.405,1678.64055,97
MBD3634,ASUS Prime B550M-K ARGB Motherboard,90MB1GC0-M0EAY0,15/02/2024 16:58,13/05/2025 18:11,0,"AMD B550 (Ryzen™ AM4) mATX motherboard with dual M.2 slots, PCIe 4.0, Realtek 1Gb Ethernet, DisplayPort/HDMI™, SATA 6 Gbps, rear USB 3.2 Gen 1 ports, front USB 3.2 Gen 1 Type-C® and Aura Sync",0.8,KG,402,Motherboards,317,ASUS,1.252,1.41476,149
MBD4963,Zotac GF9300-A-E GeForce9300 Motherboard,GF9300-A-E,29/09/2009 11:58,14/02/2025 12:46,0,NULL,1.5,KG,402,Motherboards,107,Zotac,345.456,469.82016,69
MBD0141,Asus P8Z68-V PRO Socket 1155 Motherboard ,90-MIBFI0-G0EAY00Z,10/05/2011 17:30,14/02/2025 12:46,0,NULL,1.65,KG,402,Motherboards,317,ASUS,1815.178,2359.7314,129
MBD6054,Foxconn P4M8907MA,P4M8907MA,29/09/2009 11:58,14/02/2025 12:51,0,Socket 775 / 1066MHz FSB<br/>DDR2 533 / SATA / GbE LAN<br/>PCI-Express / 5.1 Channel Audio,2,KG,402,Motherboards,332,Foxconn,798.604,982.28292,162
MBD6054,Foxconn P4M8907MA,TS-CM80S,29/09/2009 11:58,14/02/2025 12:51,0,Socket 775 / 1066MHz FSB<br/>DDR2 533 / SATA / GbE LAN<br/>PCI-Express / 5.1 Channel Audio,2,KG,402,Motherboards,332,Foxconn,798.604,982.28292,162
CAS2643,Aerocool Cyclops Black Midi Case,EN52933,23/05/2016 11:20,24/04/2025 12:15,0,NULL,5,KG,405,Cases,391,Aero Cool,1780.12,2314.156,31
CAS0160,Antec Solo Quiet Mini Tower Case,0-761345-08500-7,29/09/2009 11:54,04/03/2025 11:18,0,8 Drive Bays<br/>Built In Air Filter<br/>Enhanced Cooling System,11.85,KG,405,Cases,169,Antec,1367.609,1477.01772,175
CAS1217,Lian Li PC-X2000 Full Tower Chassis,PC-X2000B,18/08/2010 14:23,24/04/2025 12:14,0,(Black),13.6,KG,405,Cases,383,Lian Li,1526.277,1801.00686,192
CAS0297,Achilles Midi Tower ATX Case,CAS0297,29/09/2009 11:54,24/04/2025 12:15,0,ATX / 500W PSU<br/>52-in-1 Card Reader,16.9,KG,405,Cases,323,Eye-T Giantbase,25.015,34.5207,154
CAS4837,CIT Pro Diamond XR Mid-Tower Tempered Glass with 4x CF120 Dual-Ring Infinity Fans Gaming Case - Black,CIT-P-XR-DIA-B-4,06/11/2023 09:56,24/04/2025 12:14,0,NULL,10.8,KG,405,Cases,448,CiT,1933.3,2107.297,216
CAS1955,Silverstone SST-ML03B Milo Cases,SST-ML03B,17/04/2015 17:11,16/01/2025 00:17,0,NULL,4.15,KG,405,Cases,242,Silverstone,1646.557,2025.26511,51
CAS4880,AZZA MESA 811 Innovative ATX Tempered Glass Case,CSAZ-811,30/11/2023 09:19,04/03/2025 00:25,0,NULL,16,KG,405,Cases,945,AZZA,887.009,957.96972,165
CAS3622,Aero Cool Cruise Star Advance Mid Tower Chassis with Card Reader and Side Window,ACCM-PV06031.11,28/02/2019 09:39,24/04/2025 12:05,0,NULL,4.5,KG,405,Cases,391,Aero Cool,1642.616,1790.45144,169
CAS3176,In-Win IW-R400 4U Short Depth Server Chassis,IW-R400,31/08/2017 16:08,24/04/2025 12:05,0,NULL,17.8,KG,405,Cases,551,Inwin,791.868,1045.26576,190
CAS5189,GameMax Vista Mini Gaming Case in Black,GMX-VISTA-MB,03/10/2024 11:03,14/04/2025 15:04,1,NULL,7.6,KG,405,Cases,754,GameMax,1675.985,1692.74485,120
CAS0697,"XILENCE Black Hornet SQ Series ATX PC Case,",GEH-XP-HORNET,11/10/2012 17:16,24/04/2025 12:14,0,Black (GEH-XP-HORNET),0,KG,405,Cases,595,Xilence,247.778,262.64468,100
CAS4700,ServerCase 4U Standard Chassis with 15 x 3.5 inch Bays,SC-415H,01/03/2023 15:08,24/04/2025 12:14,0,NULL,14.75,KG,405,Cases,938,ServerCase,368.179,412.36048,67
CAS1835,BitFenix Phenom Mini-ITX Cube Case - Arctic White,BFC-PHE-300-WWXKK-RP,15/04/2015 15:05,24/04/2025 12:15,0,NULL,8.2,KG,405,Cases,525,BitFenix,1990.699,2607.81569,105
CAS4065,"Zalman S5 Mid Tower ATX Case in White with Tempered Glass, Front RGB, 1x RGB Fan",S5 WHITE,14/07/2020 15:02,24/04/2025 12:05,0,NULL,7.2,KG,405,Cases,102,Zalman,1558.448,1792.2152,114
CAS5538,CiT Destiny ATX Mid Tower Gaming Case in White,CIT-DESTINY-WHT,22/04/2025 15:03,04/06/2025 10:15,1,NULL,10,KG,405,Cases,448,CiT,1876.456,2420.62824,137
CAS3100,In-Win 101 Midi-Tower Case (Black),101 BLACK,04/07/2017 16:37,24/04/2025 12:05,0,NULL,8.8,KG,405,Cases,551,Inwin,16.018,17.29944,134
CAS5558,DeepCool CH690 DIGITAL WH ATX Case in White,R-CH690-WHNNA0D-G-1,13/05/2025 11:47,24/06/2025 00:05,0,"The CH690 DIGITAL WH is designed with beauty and adaptability in mind, featuring a semi-glass panel that offers an expansive view of installed components. For those seeking enhanced performance, the rear of the case supports DIY modifications, allowing users to replace the semi-glass panel with a mesh panel and fan bracket to boost horizontal airflow. Additionally, the integrated light strip slot enables the addition of light strips to create an immersive gaming atmosphere, blending aesthetics with functionality for a truly personalized setup.",11,KG,405,Cases,816,DeepCool,1002.061,1182.43198,137
CAS4136,"Corsair 4000D Airflow Mid Tower E-ATX Case in Black with Tempered Glass, USB-C",CC-9011200-WW,14/09/2020 16:30,15/07/2025 18:03,0,NULL,3,KG,405,Cases,8,Corsair,629.184,710.97792,247
CAS1411,Thermaltake Element Q Mini-ITX VL52021N2E - black,VL52021N2E,30/03/2012 16:52,24/04/2025 12:01,0,NULL,3.6,KG,405,Cases,395,Thermaltake,549.402,598.84818,194
CAS3728,"Antec NX300 Mid-Tower ATX Case with Tempered Glass, ARGB Fan (White)",0-761345-81032-6,22/07/2019 10:12,24/04/2025 12:14,0,NULL,6.8,KG,405,Cases,169,Antec,1198.854,1558.5102,165
CAS3047,Anidees AI6v2 Silent Midi Tower Case (Black),AI-06BS-V2,08/05/2017 11:55,24/04/2025 12:05,0,NULL,12.5,KG,405,Cases,809,Anidees,64.949,72.09339,189
CAS3988,"Cooler Master MasterBox MB520 ARGB Mid Tower ATX Case with Tempered Glass, 3x ARGB Fans",MCB-B520-KGNN-RGA,12/05/2020 16:01,24/04/2025 12:05,0,NULL,8.07,KG,405,Cases,33,Cooler Master,1327.6,1500.188,208
CAS4644,Fractal Design Torrent TG RGB Mid Tower ATX Case in White with Clear Tint Tempered Glass,FD-C-TOR1A-07,02/12/2022 13:09,09/07/2025 10:19,1,NULL,15,KG,405,Cases,493,Fractal,255.094,326.52032,66
CAS3617,Aerocool V3X Advance Evil Blue Edition Midi-Tower - Black/Blue,EN57349,26/02/2019 22:10,24/04/2025 12:05,0,NULL,3.88,KG,405,Cases,391,Aero Cool,1389.806,1945.7284,186
CAS4522,"Fractal Design Pop Air Mid Tower Case in Black, ATX support, Solid Side Panel",FD-C-POA1A-01,20/06/2022 15:50,26/06/2025 11:20,1,NULL,8.6,KG,405,Cases,493,Fractal,1727.08,2417.912,53
CAS4011,Fractal Design Define 7 Compact Mid Tower ATX Case in Black with Dark Tint Tempered Glass,FD-C-DEF7C-02,29/05/2020 11:19,18/06/2025 09:24,0,NULL,7.7,KG,405,Cases,493,Fractal,74.038,98.47054,229
CAS0491,Fractal Design Define XL Black Pearl Computer Case,FD-CA-DEF-XL-USB3-BL,27/09/2011 10:56,24/04/2025 12:14,0,NEW USB3.0 Version,19.55,KG,405,Cases,493,Fractal,1284.408,1631.19816,37
CAS3201,Riotoro CR1080 Inverted Mid Tower Case,CR1080,28/09/2017 12:24,24/04/2025 12:05,0,NULL,4.9,KG,405,Cases,817,Riotoro,654.107,889.58552,207
CAS2295,Fractal Design Core 2500 Mid Tower Computer Case,FD-CA-CORE-2500-BL,14/05/2015 15:34,31/03/2025 13:56,0,NULL,6.8,KG,405,Cases,493,Fractal,1171.764,1663.90488,97
CAS4827,NZXT H6 Flow RGB Compact Dual-Chamber Mid-Tower Airflow Case in White with RGB Fans,CC-H61FW-R1,03/11/2023 09:59,22/07/2025 12:35,1,"Experience peak performance and vibrant RGB within an innovative compact dual-chamber. Prioritizing GPU cooling, the H6 Flow's panoramic glass showcases the interior while freeing up space for improved airflow.",9.32,KG,405,Cases,373,NZXT,189.688,239.00688,72
CAS2939,Raijintek Thetis Classic Aluminium ATX Cube Chassis (Silver),0R200052,14/02/2017 12:15,24/04/2025 12:05,0,NULL,5,KG,405,Cases,723,Raijintek,538.74,608.7762,110
CAS2115,Silverstone Fortress FT01 Windowed Case - Silver (FT01S-W USB 3.0),FT01S-W USB 3.0,21/04/2015 15:00,24/04/2025 12:15,0,NULL,14.95,KG,405,Cases,242,Silverstone,351.017,403.66955,210
CAS3044,Anidees AI Crystal Lite Midi-Tower Tempered Glass (Black),AI-Crystal-Lite,08/05/2017 11:25,24/04/2025 12:05,0,NULL,12.2,KG,405,Cases,809,Anidees,814.831,937.05565,94
CAS4699,Antec NX360 Mid-Tower ATX W/ Glass Window Gaming Case,0-761345-81036-4,27/02/2023 15:05,24/04/2025 12:14,0,NULL,5.6,KG,405,Cases,169,Antec,1605.616,1701.95296,182
CAS1458,Corsair Carbide SPEC-01 Red LED Mid Tower Gaming Case,CC-9011050-WW,04/04/2014 11:07,24/04/2025 12:14,0,NULL,5.2,KG,405,Cases,8,Corsair,332.423,342.39569,193
CAS3435,Corsair Carbide Series SPEC-06 Tempered Glass RGB Mid-Tower ATX Gaming Case (White),CC-9011147-WW,09/07/2018 16:59,24/04/2025 12:05,0,NULL,9,KG,405,Cases,8,Corsair,1515.429,2060.98344,102
CAS3478,Antec Performance P5 Mini Tower MicroATX Case (Black),0-761345-80012-9,12/09/2018 10:29,04/03/2025 11:21,0,NULL,7,KG,405,Cases,169,Antec,1136.617,1398.03891,182
CAS4107,Phanteks Enthoo Pro 2 Full Tower E-ATX Case in Black with USB Type-C,PH-ES620PC_BK01,28/07/2020 11:26,15/07/2025 12:46,1,NULL,14,KG,405,Cases,722,Phanteks,523.316,638.44552,1
CAS1765,Xigmatek Aeos USB 3.0 Micro-ATX Case - Black,CCM-23ABX-U01,08/04/2015 11:44,24/04/2025 12:15,0,NULL,4.29,KG,405,Cases,479,Xigmatek,1526.783,1877.94309,163
CAS0635,Antec Dark Fleet DF-30 Enclosure,DF-30 + LANBOARD,26/06/2012 17:30,24/04/2025 12:01,0,with Lanboard Portable PC Cart,6.9,KG,405,Cases,169,Antec,706.175,805.0395,83
CAS5324,Lian Li PC-A09 Black Aluminium ATX Case,PC-A09,29/03/2010 14:13,24/04/2025 12:15,0,"ATX and mATX Support <br/>x4 External 5.25"" Drive Bays <br/>x3 Internal 3.5"" Drive Bays <br/>x2 120mm Fans <br/>I/O: x2 USB2.0, x1 IEEE1394 and x1 HD+AC97",15.4,KG,405,Cases,383,Lian Li,1598.748,2206.27224,215
CAS5301,Cooler Master ATCS 840 ATX Case,RC-840-KKN1-GP,29/03/2010 14:13,24/04/2025 12:15,0,NULL,14.9,KG,405,Cases,33,Cooler Master,1303.89,1499.4735,170
CAS2754,Dynamode GC375 LockStock Series ATX PC Case (Black),GC375,06/09/2016 16:48,24/04/2025 12:15,0,NULL,4,KG,405,Cases,136,Dynamode,21.965,24.6008,24
CAS3824,"BitFenix Nova Mesh TG Mid-Tower ATX Case in White with Tempered Glass Window, 4x ARGB Fans",BFC-NVM-300-WWGKW-4A,25/10/2019 13:08,24/04/2025 12:14,0,NULL,7,KG,405,Cases,525,BitFenix,1976.949,2490.95574,30
CAS1981,Silverstone SST-GD01S-R Grandia Desktop - silver,SST-GD01S-R,21/04/2015 11:48,24/04/2025 12:15,0,NULL,9.9,KG,405,Cases,242,Silverstone,857.305,1054.48515,132
CAS2078,Antec NSK 6000 Super Mid Tower Case,0761345-00600-2,29/03/2010 14:13,24/04/2025 12:05,0,NULL,11.22,KG,405,Cases,169,Antec,1409.762,1987.76442,91
CAS1224,NZXT Tempest EVO Midi Tower Case No PSU,TEVO-001BK,18/08/2010 14:23,24/04/2025 12:14,0,"Dual 120mm intake, Dual 140mm Exhaust with an additional side 120mm fan and rear 120mm fan makes NZXT Tempest one of top cases in cooling",1.2,KG,405,Cases,373,NZXT,391.522,411.0981,175
CAS3551,1st Player Rainbow R3 Mid Tower ATX Case with RGB Front Panel,RAINBOW-R3,27/11/2018 11:11,19/01/2025 12:00,0,NULL,4.6,KG,405,Cases,793,1st Player,242.805,250.08915,187
CAS0159,Antec NSK 4400 Mini Tower Case,0761345-00441-1,29/09/2009 11:54,24/04/2025 12:00,0,8 Drive Bays / Advanced Cooling<br/>Cold Rolled Steel Construction<br/>For Micro / Standard ATX Motherboards,8,KG,405,Cases,169,Antec,587.104,751.49312,89
CAS3012,Bitfenix Shogun Midi Tower Tempered Glass Gaming Case (Black),BFC-SOG-600-KKWSK-RP,30/03/2017 11:32,24/04/2025 12:05,0,NULL,16.4,KG,405,Cases,525,BitFenix,1799.009,1906.94954,197
CAS0005,Case 2002,N/A,29/09/2009 11:54,24/04/2025 12:14,0,"400W ATX PSU, <br/>20pin PSU Connector",8,KG,405,Cases,3,Generic,353.723,498.74943,37
CAS3872,"Kolink Quantum E-ATX Mid Tower Gaming Case in Black with Tempered Glass, ARGB Strip, ARGB Fan",QUANTUM,21/01/2020 12:13,24/04/2025 12:14,0,NULL,6.9,KG,405,Cases,739,Kolink,464.523,492.39438,134
CAS1203,Lian Li PC-9 Mid Tower Chassis,PC-9B,18/08/2010 14:23,24/04/2025 12:14,0,(Black),5.14,KG,405,Cases,383,Lian Li,1467.785,1731.9863,174
CAS0402,Lian Li PC-Q06B Mini-ITX Test Bench,PC-Q06B,29/03/2011 16:32,24/04/2025 12:15,0,Black,2,KG,405,Cases,383,Lian Li,1944.084,2624.5134,216
CAS2661,CiT Hero ATX Case (Black) with 1 x 120mm Blue LED Fan,CIT-HERO-BLUE-WIN,01/06/2016 12:10,24/04/2025 12:15,0,NULL,4.3,KG,405,Cases,448,CiT,691.87,851.0001,27
CAS1544,Templar Micro Black Interior USB3 Port No PSU,TEMPLAR USB3 NO PSU,18/07/2014 13:38,24/04/2025 12:15,0,NULL,4,KG,405,Cases,448,CiT,1157.787,1620.9018,161
CAS2278,Lian Li PC-Q33WA Mini-ITX Cube - Silver Window,PC-Q33WA,09/05/2015 09:43,24/04/2025 12:15,0,NULL,2.8,KG,405,Cases,383,Lian Li,1442.606,2034.07446,102
CAS2054,Lian Li PC-767,PC-767,29/09/2009 11:54,24/04/2025 12:14,0,"Dimension: 220 x 490 x 615mm (W,H,D)",8,KG,405,Cases,383,Lian Li,148.504,169.29456,241
CAS3211,AeroCool SI5101 Mid Tower Case (Black),ACCM-SI02014.11,03/10/2017 15:40,24/04/2025 12:05,0,NULL,3.8,KG,405,Cases,391,Aero Cool,395.494,474.5928,104
CAS0503,312 Silver Slim Line Home Theater Chassis,MON-312S,11/11/2011 17:55,24/04/2025 12:14,0,NULL,5.2,KG,405,Cases,505,Moneual,311.665,380.2313,186
CAS3281,"NZXT H400i Premium Micro-ATX Gaming Case with CAM-powered Smart Features (White, Tempered Glass)",CA-H400W-WB,16/01/2018 12:26,24/04/2025 12:05,0,NULL,9.2,KG,405,Cases,373,NZXT,542.199,666.90477,143
CAS4068,"Zalman M3 Mid Tower MicroATX Case in Black with Tempered Glass, White LED Fan",ZM-M3,14/07/2020 15:02,24/04/2025 12:05,0,NULL,3,KG,405,Cases,102,Zalman,1752.219,2137.70718,32
CAS1899,Raijintek Aeneas mATX Cube Case - White Windowed,0R200022,16/04/2015 12:35,24/04/2025 12:15,0,NULL,8,KG,405,Cases,723,Raijintek,1120.541,1154.15723,246
CAS2960,Kolink Punisher RGB Midi Tower Gaming Chassis (Black),PUNISHER RGB,01/03/2017 17:45,24/04/2025 12:05,0,NULL,7.4,KG,405,Cases,739,Kolink,1548.457,1935.57125,66
CAS4933,CiT Sense Mid Tower Gaming Case in White,CIT-SENSE-W,26/02/2024 12:22,27/06/2025 15:45,1,NULL,7.3,KG,405,Cases,448,CiT,556.657,617.88927,23
